city,state,population,latitude,longitude,toy store (20),child toy store (20),toy store (20-w/ coords radius),"children’s clothing store (20-w/ coords, radius)","children’s clothing store (20-w/ coords, rankby)"
doraville,GA,10065,33.8980556,-84.2833333,,,X,,X
canyon rim,UT,10062,40.7066667,-111.8211111,,,X,,X
marathon,FL,10060,24.7133333,-81.0905556,,,X,,X
pella,IA,10058,41.4080556,-92.9161111,,,X,,X
miami shores,FL,10056,25.8627778,-80.1930556,,,X,,X
north andrews gardens,FL,10056,26.1911111,-80.1444444,,,X,,X
crowley,TX,10034,32.5788889,-97.3622222,,,X,,X
beverly hills,MI,10032,42.5238889,-83.2233333,,,X,,X
sebring,FL,10030,27.4952778,-81.4411111,,,X,,X
darby,PA,10021,39.9183333,-75.2594444,,,X,,X
millington,TN,10021,35.3413889,-89.8972222,,,X,,X
mount kisco,NY,10019,41.2041667,-73.7275,,,X,,X
dunn,NC,10015,35.3061111,-78.6091667,,,X,,X
haysville,KS,10012,37.5644444,-97.3519444,,,X,,X
vermillion,SD,10009,42.7794444,-96.9288889,,,X,,X
winslow,AZ,10003,35.0241667,-110.6966667,,,X,,X
farmington,MI,9989,42.4644444,-83.3763889,,,X,,X
the village,OK,9979,35.5608333,-97.5511111,,,X,,X
watervliet,NY,9967,42.73,-73.7016667,,,X,,X
croydon,PA,9967,40.0872222,-74.9038889,,,X,,X
berlin,NH,9953,44.4686111,-71.1855556,,,X,,X
micco,FL,9944,27.8802778,-80.5005556,,,X,,X
bohemia,NY,9944,40.7691667,-73.1155556,,,X,,X
woodlyn,PA,9944,39.8722222,-75.3375,,,X,,X
carroll,IA,9941,42.0658333,-94.8666667,,,X,,X
standish,ME,9926,43.7358333,-70.5525,,,X,,X
bolivar,MO,9901,37.6144444,-93.4102778,,,X,,X
marysville,MI,9881,42.9125,-82.4869444,,,X,,X
edgewater,NJ,9875,40.8269444,-73.9761111,,,X,,X
west richland,WA,9869,46.3044444,-119.3602778,,,X,,X
hartsdale,NY,9868,41.0188889,-73.7986111,,,X,,X
brentwood,PA,9866,40.3705556,-79.975,,,X,,X
howell,MI,9860,42.6072222,-83.9294444,,,X,,X
middleton,MA,9859,42.595,-71.0166667,,,X,,X
bristol,PA,9854,40.1005556,-74.8522222,,,X,,X
burlington,NJ,9847,40.0711111,-74.8652778,,,X,,X
utuado,PR,9844,18.2675,-66.7008333,,,X,,X
chatham,IL,9837,39.6761111,-89.7044444,,,X,,X
storm lake,IA,9835,42.6411111,-95.2094444,,,X,,X
peru,IL,9829,41.3275,-89.1288889,,,X,,X
fairview,CA,9822,37.6786111,-122.0447222,,,X,,X
bloomingdale,TN,9822,36.5844444,-82.4894444,,,X,,X
lantana,FL,9816,26.5863889,-80.0522222,,,X,,X
winfield,IL,9802,41.8616667,-88.1608333,,,X,,X
bellmead,TX,9801,31.5938889,-97.1086111,,,X,,X
brookhaven,MS,9786,31.5788889,-90.4405556,,,X,,X
platteville,WI,9786,42.7341667,-90.4783333,,,X,,X
springdale,OH,9785,39.2869444,-84.4852778,,,X,,X
westview,FL,9779,25.8816667,-80.2422222,,,X,,X
sonoma,CA,9773,38.2919444,-122.4569444,,,X,,X
orange cove,CA,9768,36.6244444,-119.3127778,,,X,,X
palm beach,FL,9767,26.7052778,-80.0366667,,,X,,X
east la mirada,CA,9764,33.9244444,-117.9880556,,,X,,X
northampton,PA,9760,40.6861111,-75.4972222,,,X,,X
woodbury,CT,9755,41.5444444,-73.2094444,,,X,,X
harahan,LA,9746,29.9402778,-90.2030556,,,X,,X
silver city,NM,9745,32.77,-108.2797222,,,X,,X
farmersville,CA,9743,36.2977778,-119.2058333,,,X,,X
laurens,SC,9737,34.4988889,-82.0144444,,,X,,X
commerce,TX,9735,33.2469444,-95.8997222,,,X,,X
espanola,NM,9729,35.9911111,-106.08,,,X,,X
bethalto,IL,9727,38.9091667,-90.0405556,,,X,,X
edgewood,WA,9727,47.2502778,-122.2925,,,X,,X
cedartown,GA,9726,34.0536111,-85.255,,,X,,X
harrisonville,MO,9722,38.6533333,-94.3486111,,,X,,X
norcross,GA,9717,33.9411111,-84.2136111,,,X,,X
aptos,CA,9701,36.9772222,-121.8983333,,,X,,X
berkeley,MO,9688,38.7544444,-90.3311111,,,X,,X
rochelle,IL,9686,41.9238889,-89.0686111,,,X,,X
southborough,MA,9686,42.3055556,-71.525,,,X,,X
cedar lake,IN,9672,41.3647222,-87.4411111,,,X,,X
country club,CA,9670,37.9688889,-121.3397222,,,X,,X
north salt lake,UT,9667,40.8486111,-111.9061111,,,X,,X
potsdam,NY,9666,44.6697222,-74.9816667,,,X,,X
lake park,FL,9656,26.8,-80.0666667,,,X,,X
hamburg,NY,9656,42.7158333,-78.8297222,,,X,,X
irondale,AL,9652,33.5380556,-86.7072222,,,X,,X
waynesboro,PA,9651,39.7558333,-77.5780556,,,X,,X
washington,NC,9644,35.5463889,-77.0525,,,X,,X
moundsville,WV,9638,39.9202778,-80.7433333,,,X,,X
covington,TN,9632,35.5641667,-89.6463889,,,X,,X
ingleside,TX,9630,27.8775,-97.2113889,,,X,,X
kendallville,IN,9629,41.4413889,-85.265,,,X,,X
great neck,NY,9628,40.8005556,-73.7288889,,,X,,X
rye brook,NY,9620,41.0191667,-73.6838889,,,X,,X
north bend,OR,9620,43.4066667,-124.2230556,,,X,,X
little canada,MN,9617,45.0269444,-93.0875,,,X,,X
waldwick,NJ,9608,41.0105556,-74.1183333,,,X,,X
progress,PA,9607,40.285,-76.8316667,,,X,,X
harrisburg,IL,9594,37.7383333,-88.5405556,,,X,,X
warr acres,OK,9594,35.5225,-97.6186111,,,X,,X
paris,TN,9587,36.3019444,-88.3266667,,,X,,X
jesup,GA,9582,31.6072222,-81.8855556,,,X,,X
lewisville,NC,9577,36.0969444,-80.4194444,,,X,,X
capitola,CA,9573,36.9752778,-121.9522222,,,X,,X
warren,PA,9569,41.8438889,-79.1452778,,,X,,X
amityville,NY,9566,40.6788889,-73.4175,,,X,,X
show low,AZ,9564,34.2541667,-110.0291667,,,X,,X
waseca,MN,9541,44.0777778,-93.5072222,,,X,,X
east hampton,CT,9540,41.5758333,-72.5030556,,,X,,X
baker city,OR,9539,44.775,-117.8333333,,,X,,X
kinnelon,NJ,9536,41.0016667,-74.3675,,,X,,X
astoria,OR,9535,46.1880556,-123.83,,,X,,X
skowhegan,ME,9531,44.765,-69.7197222,,,X,,X
wapakoneta,OH,9524,40.5677778,-84.1936111,,,X,,X
newport,OR,9515,44.6369444,-124.0522222,,,X,,X
mount holly,NC,9512,35.2980556,-81.0161111,,,X,,X
pleasanton,TX,9507,28.9669444,-98.4783333,,,X,,X
beaver falls,PA,9504,40.7519444,-80.3194444,,,X,,X
sturgeon bay,WI,9492,44.8341667,-87.3769444,,,X,,X
lumberton,TX,9486,30.2655556,-94.1994444,,,X,,X
mission,KS,9485,39.0277778,-94.6555556,,,X,,X
shelby,OH,9482,40.8813889,-82.6619444,,,X,,X
la salle,IL,9480,41.3333333,-89.0916667,,,X,,X
new hyde park,NY,9477,40.735,-73.6883333,,,X,,X
prospect,CT,9476,41.5022222,-72.9791667,,,X,,X
cairo,GA,9471,30.8772222,-84.2013889,,,X,,X
somerton,AZ,9466,32.5963889,-114.7088889,,,X,,X
presque isle,ME,9466,46.6811111,-68.0163889,,,X,,X
bluffton,IN,9463,40.7386111,-85.1716667,,,X,,X
waynesville,NC,9463,35.4886111,-82.9888889,,,X,,X
flossmoor,IL,9462,41.5427778,-87.6847222,,,X,,X
maywood,NJ,9460,40.9025,-74.0622222,,,X,,X
somers,WI,9454,42.6402778,-87.9102778,,,X,,X
fairview,OR,9445,45.5386111,-122.4327778,,,X,,X
decatur,IN,9444,40.8305556,-84.9291667,,,X,,X
southwick,MA,9444,42.0547222,-72.7708333,,,X,,X
monmouth,IL,9443,40.9113889,-90.6472222,,,X,,X
fairfield,IA,9442,41.0086111,-91.9625,,,X,,X
batesville,AR,9438,35.7697222,-91.6408333,,,X,,X
lawrenceburg,KY,9437,38.0372222,-84.8966667,,,X,,X
montgomery,OH,9431,39.2280556,-84.3541667,,,X,,X
juana diaz,PR,9427,18.0544444,-66.5069444,,,X,,X
loganville,GA,9423,33.8388889,-83.9008333,,,X,,X
orono,ME,9423,44.8830556,-68.6725,,,X,,X
clinton,MO,9421,38.3686111,-93.7780556,,,X,,X
lovington,NM,9417,32.9438889,-103.3480556,,,X,,X
old orchard beach,ME,9415,43.5172222,-70.3780556,,,X,,X
richmond hill,GA,9414,31.9380556,-81.3036111,,,X,,X
denham springs,LA,9405,30.4866667,-90.9561111,,,X,,X
leon valley,TX,9402,29.495,-98.6183333,,,X,,X
edgemere,MD,9401,39.2419444,-76.4483333,,,X,,X
lisbon,ME,9392,44.0313889,-70.105,,,X,,X
craig,CO,9391,40.5152778,-107.5458333,,,X,,X
andrews,TX,9384,32.3186111,-102.5452778,,,X,,X
tipp city,OH,9380,39.9583333,-84.1722222,,,X,,X
havre,MT,9379,48.55,-109.6833333,,,X,,X
rock falls,IL,9374,41.7797222,-89.6888889,,,X,,X
alma,MI,9373,43.3788889,-84.6597222,,,X,,X
san lorenzo,PR,9373,18.1913889,-65.9613889,,,X,,X
lapeer,MI,9372,43.0513889,-83.3188889,,,X,,X
clinton,SC,9368,34.4725,-81.8808333,,,X,,X
newark,NY,9365,43.0466667,-77.0955556,,,X,,X
bath,ME,9363,43.9105556,-69.8211111,,,X,,X
ellisville,MO,9362,38.5925,-90.5869444,,,X,,X
north college hill,OH,9361,39.2183333,-84.5508333,,,X,,X
grosse pointe farms,MI,9360,42.4091667,-82.8919444,,,X,,X
thompson,CT,9358,41.9586111,-71.8630556,,,X,,X
west athens,CA,9355,33.9233333,-118.3025,,,X,,X
woodbridge,CT,9355,41.3525,-73.0088889,,,X,,X
mound,MN,9354,44.9366667,-93.6658333,,,X,,X
steamboat springs,CO,9349,40.485,-106.8311111,,,X,,X
sumner,WA,9343,47.2033333,-122.2391667,,,X,,X
north springfield,VA,9342,38.8041667,-77.205,,,X,,X
economy,PA,9334,40.6,-80.225,,,X,,X
newcastle,WA,9333,47.5391667,-122.1544444,,,X,,X
paris,KY,9332,38.2097222,-84.2530556,,,X,,X
archdale,NC,9332,35.9144444,-79.9722222,,,X,,X
raymondville,TX,9331,26.4811111,-97.7827778,,,X,,X
satellite beach,FL,9321,28.1758333,-80.5902778,,,X,,X
lahaina,HI,9319,20.8783333,-156.6825,,,X,,X
south huntington,NY,9317,40.8236111,-73.3991667,,,X,,X
waterloo,IL,9315,38.3358333,-90.1497222,,,X,,X
grinnell,IA,9312,41.7430556,-92.7222222,,,X,,X
richmond heights,MO,9312,38.6286111,-90.3194444,,,X,,X
waggaman,LA,9311,29.9183333,-90.2108333,,,X,,X
wharton,TX,9310,29.3113889,-96.1025,,,X,,X
carbondale,PA,9309,41.5736111,-75.5022222,,,X,,X
hebron,CT,9298,41.6577778,-72.3663889,,,X,,X
taft,CA,9295,35.1425,-119.4555556,,,X,,X
sleepy hollow,NY,9286,41.0855556,-73.8588889,,,X,,X
clinton,TN,9281,36.1033333,-84.1319444,,,X,,X
orange park,FL,9265,30.1658333,-81.7066667,,,X,,X
thomaston,GA,9264,32.8880556,-84.3266667,,,X,,X
weatherford,OK,9262,35.5261111,-98.7072222,,,X,,X
conway,NH,9257,43.9791667,-71.1208333,,,X,,X
pitman,NJ,9257,39.7327778,-75.1319444,,,X,,X
le mars,IA,9256,42.7941667,-96.1652778,,,X,,X
bennettsville,SC,9253,34.6172222,-79.685,,,X,,X
aiea,HI,9251,21.3822222,-157.9336111,,,X,,X
burley,ID,9247,42.5358333,-113.7919444,,,X,,X
charter oak,CA,9244,34.1030556,-117.845,,,X,,X
louisville,OH,9235,40.8372222,-81.2597222,,,X,,X
chino valley,AZ,9233,34.7575,-112.4530556,,,X,,X
marion,AR,9227,35.2144444,-90.1963889,,,X,,X
guanica,PR,9224,17.9736111,-66.9083333,,,X,,X
manchester,TN,9218,35.4816667,-86.0886111,,,X,,X
gresham park,GA,9216,33.7033333,-84.3144444,,,X,,X
sutton,MA,9215,42.15,-71.7633333,,,X,,X
humboldt,TN,9205,35.8197222,-88.9158333,,,X,,X
andover,KS,9201,37.7138889,-97.1361111,,,X,,X
napoleon,OH,9198,41.3922222,-84.1252778,,,X,,X
riverton,WY,9192,43.025,-108.3794444,,,X,,X
toppenish,WA,9186,46.3775,-120.3075,,,X,,X
stuttgart,AR,9181,34.5002778,-91.5525,,,X,,X
springfield,FL,9181,30.1530556,-85.6113889,,,X,,X
toccoa,GA,9178,34.5772222,-83.3325,,,X,,X
lincoln village,OH,9173,39.9547222,-83.1308333,,,X,,X
spearfish,SD,9173,44.4908333,-103.8588889,,,X,,X
blacklick estates,OH,9172,39.905,-82.8644444,,,X,,X
blackstone,MA,9163,42.0177778,-71.5416667,,,X,,X
cody,WY,9161,44.5263889,-109.0558333,,,X,,X
port jervis,NY,9159,41.375,-74.6930556,,,X,,X
lamesa,TX,9157,32.7375,-101.9505556,,,X,,X
trinidad,CO,9156,37.1694444,-104.5,,,X,,X
corte madera,CA,9154,37.9255556,-122.5263889,,,X,,X
albion,MI,9154,42.2430556,-84.7530556,,,X,,X
brewer,ME,9140,44.7966667,-68.7619444,,,X,,X
sheffield lake,OH,9139,41.4875,-82.1016667,,,X,,X
mitchellville,MD,9135,38.925,-76.7430556,,,X,,X
pine castle,FL,9132,28.4716667,-81.3680556,,,X,,X
independence,KS,9129,37.2241667,-95.7080556,,,X,,X
aransas pass,TX,9121,27.9091667,-97.1497222,,,X,,X
river rouge,MI,9117,42.2733333,-83.1344444,,,X,,X
putnam,CT,9111,41.915,-71.9094444,,,X,,X
waverly,IA,9106,42.7258333,-92.4752778,,,X,,X
mims,FL,9095,28.665,-80.845,,,X,,X
audubon,NJ,9069,39.8908333,-75.0733333,,,X,,X
swissvale,PA,9069,40.4236111,-79.8830556,,,X,,X
grants,NM,9067,35.1472222,-107.8508333,,,X,,X
gonzales,CA,9054,36.5066667,-121.4433333,,,X,,X
rockingham,NC,9053,34.9391667,-79.7741667,,,X,,X
elwood,IN,9051,40.2769444,-85.8419444,,,X,,X
winston,FL,9050,28.0313889,-82.015,,,X,,X
lake lucerne,FL,9044,25.9647222,-80.2416667,,,X,,X
edgewood,KY,9043,39.0186111,-84.5819444,,,X,,X
east haddam,CT,9042,41.4530556,-72.4616667,,,X,,X
sheffield,AL,9041,34.765,-87.6986111,,,X,,X
barre,VT,9040,44.1969444,-72.5025,,,X,,X
buckeye,AZ,9039,33.3702778,-112.5830556,,,X,,X
webster,TX,9038,29.5375,-95.1180556,,,X,,X
shelton,WA,9032,47.2152778,-123.0994444,,,X,,X
south patrick shores,FL,9031,28.2019444,-80.6097222,,,X,,X
pulaski,VA,9016,37.0477778,-80.78,,,X,,X
cape elizabeth,ME,8999,43.5636111,-70.2005556,,,X,,X
harvard,IL,8996,42.4222222,-88.6136111,,,X,,X
jackson,WY,8989,43.48,-110.7616667,,,X,,X
mango,FL,8979,27.9794444,-82.3066667,,,X,,X
gurabo,PR,8974,18.2563889,-65.9733333,,,X,,X
rockport,TX,8972,28.0202778,-97.0541667,,,X,,X
port townsend,WA,8970,48.1172222,-122.7591667,,,X,,X
malvern,AR,8965,34.3622222,-92.8127778,,,X,,X
greenville,RI,8964,41.8711111,-71.5525,,,X,,X
sabana grande,PR,8961,18.0797222,-66.9608333,,,X,,X
brownfield,TX,8958,33.1811111,-102.2738889,,,X,,X
monticello,AR,8954,33.6288889,-91.7908333,,,X,,X
aibonito,PR,8947,18.1419444,-66.2663889,,,X,,X
hillsboro,TX,8936,32.0108333,-97.1297222,,,X,,X
sitka,AK,8931,57.0530556,-135.33,,,X,,X
newmarket,NH,8931,43.0827778,-70.9355556,,,X,,X
georgetown,SC,8927,33.3766667,-79.2947222,,,X,,X
claymont,DE,8925,39.8005556,-75.46,,,X,,X
juncos,PR,8905,18.2294444,-65.9213889,,,X,,X
portage lakes,OH,8899,41.0072222,-81.5272222,,,X,,X
chamblee,GA,8887,33.8919444,-84.2988889,,,X,,X
mendota,CA,8872,36.7536111,-120.3805556,,,X,,X
lindon,UT,8870,40.3433333,-111.72,,,X,,X
chanute,KS,8864,37.6791667,-95.4569444,,,X,,X
middlebury,VT,8862,44.0152778,-73.1677778,,,X,,X
east wenatchee,WA,8856,47.4158333,-120.2919444,,,X,,X
farmington,ME,8849,44.6705556,-70.1516667,,,X,,X
college place,WA,8843,46.0494444,-118.3872222,,,X,,X
hoquiam,WA,8835,46.9811111,-123.8880556,,,X,,X
murphy,MO,8834,38.4902778,-90.4869444,,,X,,X
safford,AZ,8825,32.8338889,-109.7069444,,,X,,X
mount rainier,MD,8815,38.9413889,-76.9652778,,,X,,X
waconia,MN,8808,44.8508333,-93.7866667,,,X,,X
hartland,WI,8786,43.105,-88.3419444,,,X,,X
avon park,FL,8777,27.5955556,-81.5063889,,,X,,X
lock haven,PA,8777,41.1369444,-77.4472222,,,X,,X
maplewood,MO,8775,38.6125,-90.3244444,,,X,,X
alamosa,CO,8771,37.4694444,-105.8694444,,,X,,X
fairfield,ME,8771,44.5883333,-69.5991667,,,X,,X
woodway,TX,8771,31.5058333,-97.2047222,,,X,,X
ruidoso,NM,8757,33.3316667,-105.6725,,,X,,X
cypress gardens,FL,8755,27.9936111,-81.6902778,,,X,,X
campbell,OH,8755,41.0783333,-80.5994444,,,X,,X
anderson mill,TX,8744,30.4547222,-97.8055556,,,X,,X
robinson,TX,8741,31.4675,-97.1144444,,,X,,X
ahuimanu,HI,8731,21.4447222,-157.8377778,,,X,,X
franklin,NH,8729,43.4441667,-71.6477778,,,X,,X
kirby,TX,8725,29.4630556,-98.3852778,,,X,,X
dormont,PA,8716,40.3958333,-80.0333333,,,X,,X
mount airy,MD,8714,39.3761111,-77.155,,,X,,X
snohomish,WA,8708,47.9130556,-122.0969444,,,X,,X
highland park,TX,8704,32.8333333,-96.7916667,,,X,,X
anaconda,MT,8693,46.1286111,-112.9413889,,,X,,X
bridge city,TX,8693,30.0205556,-93.8455556,,,X,,X
seabrook,NH,8679,42.8947222,-70.8716667,,,X,,X
socorro,NM,8668,34.0583333,-106.8908333,,,X,,X
valley,AL,8663,32.8186111,-85.1794444,,,X,,X
westlake village,CA,8663,34.1458333,-118.8047222,,,X,,X
hampstead,NH,8650,42.8744444,-71.1816667,,,X,,X
graham,TX,8636,33.1069444,-98.5891667,,,X,,X
tiburon,CA,8632,37.8736111,-122.4555556,,,X,,X
cedar hills,OR,8625,45.505,-122.7972222,,,X,,X
grandview,WA,8620,46.2511111,-119.9005556,,,X,,X
bradford,PA,8611,41.9558333,-78.6441667,,,X,,X
jacksonville,AL,8603,33.8136111,-85.7613889,,,X,,X
weare,NH,8583,43.0947222,-71.7311111,,,X,,X
indian harbour beach,FL,8579,28.1486111,-80.5886111,,,X,,X
glenn heights,TX,8569,32.5486111,-96.8563889,,,X,,X
glenwood springs,CO,8540,39.5505556,-107.3241667,,,X,,X
rawlins,WY,8533,41.7911111,-107.2380556,,,X,,X
laurel,FL,8529,27.13,-82.4533333,,,X,,X
wasilla,AK,8521,61.5813889,-149.4394444,,,X,,X
lamar,CO,8514,38.0872222,-102.6202778,,,X,,X
richmond heights,FL,8496,25.6311111,-80.3691667,,,X,,X
coolidge,AZ,8487,32.9777778,-111.5169444,,,X,,X
pismo beach,CA,8477,35.1427778,-120.6402778,,,X,,X
fort oglethorpe,GA,8463,34.9488889,-85.2569444,,,X,,X
canovanas,PR,8437,18.3811111,-65.9016667,,,X,,X
charlestown,RI,8421,41.3830556,-71.6422222,,,X,,X
barrington,NH,8417,43.2227778,-71.0475,,,X,,X
hondo,TX,8410,29.3472222,-99.1411111,,,X,,X
wahpeton,ND,8395,46.2652778,-96.6055556,,,X,,X
fern park,FL,8394,28.6488889,-81.3513889,,,X,,X
pecos,TX,8372,31.4227778,-103.4927778,,,X,,X
alcoa,TN,8354,35.7894444,-83.9738889,,,X,,X
lancaster,SC,8349,34.7202778,-80.7711111,,,X,,X
washington terrace,UT,8349,41.1727778,-111.9758333,,,X,,X
rumford,ME,8339,44.5536111,-70.5513889,,,X,,X
caribou,ME,8336,46.8605556,-68.0125,,,X,,X
luquillo,PR,8326,18.3744444,-65.7169444,,,X,,X
liberty,TX,8323,30.0577778,-94.7952778,,,X,,X
williston,VT,8314,44.4375,-73.0686111,,,X,,X
litchfield,NH,8307,42.8441667,-71.4802778,,,X,,X
jerome,ID,8287,42.7241667,-114.5177778,,,X,,X
burlington,WA,8286,48.4758333,-122.3241667,,,X,,X
cortez,CO,8285,37.3488889,-108.5852778,,,X,,X
la plata,MD,8284,38.5291667,-76.9755556,,,X,,X
hackettstown,NJ,8264,40.8538889,-74.8294444,,,X,,X
hopkinton,RI,8261,41.4611111,-71.7780556,,,X,,X
mahtomedi,MN,8258,45.0697222,-92.9513889,,,X,,X
lakeway,TX,8235,30.3677778,-97.9913889,,,X,,X
los altos hills,CA,8207,37.3797222,-122.1363889,,,X,,X
fairburn,GA,8205,33.5669444,-84.5811111,,,X,,X
miles city,MT,8184,46.4083333,-105.84,,,X,,X
winthrop,ME,8175,44.305,-69.9775,,,X,,X
union,SC,8175,34.7152778,-81.6238889,,,X,,X
richland hills,TX,8173,32.8158333,-97.2277778,,,X,,X
clinton,OK,8153,35.5155556,-98.9669444,,,X,,X
east foothills,CA,8141,37.3811111,-121.8163889,,,X,,X
buxton,ME,8136,43.6377778,-70.5194444,,,X,,X
old town,ME,8134,44.9341667,-68.6458333,,,X,,X
bay saint louis,MS,8134,30.3086111,-89.33,,,X,,X
fallon,NV,8126,39.4736111,-118.7763889,,,X,,X
winslow,ME,8098,44.5469444,-69.6216667,,,X,,X
wilmington manor,DE,8091,39.6866667,-75.5847222,,,X,,X
largo,MD,8072,38.8975,-76.8305556,,,X,,X
price,UT,8069,39.5994444,-110.81,,,X,,X
alondra park,CA,8028,33.8894444,-118.33,,,X,,X
dallas,GA,7995,33.9236111,-84.8408333,,,X,,X
angola,IN,7932,41.6347222,-84.9994444,,,X,,X
hailey,ID,7922,43.5197222,-114.3144444,,,X,,X
plaistow,NH,7885,42.8363889,-71.0952778,,,X,,X
redlands,CO,7877,39.0788889,-108.635,,,X,,X
berwick,ME,7851,43.2658333,-70.865,,,X,,X
gilford,NH,7849,43.5475,-71.4072222,,,X,,X
century village,FL,7839,26.7136111,-80.1291667,,,X,,X
oakland,ME,7837,44.5402778,-69.7225,,,X,,X
montpelier,VT,7828,44.26,-72.5758333,,,X,,X
makaha,HI,7794,21.4694444,-158.2175,,,X,,X
sandpoint,ID,7785,48.2766667,-116.5522222,,,X,,X
hampden,ME,7781,44.7444444,-68.8375,,,X,,X
saint johnsbury,VT,7762,44.4191667,-72.0155556,,,X,,X
charlestown,NH,7726,43.2386111,-72.425,,,X,,X
hollis,NH,7711,42.7430556,-71.5922222,,,X,,X
west helena,AR,7679,34.5505556,-90.6416667,,,X,,X
corrales,NM,7678,35.2377778,-106.6061111,,,X,,X
kenai,AK,7610,60.5544444,-151.2583333,,,X,,X
lenoir city,TN,7548,35.7972222,-84.2561111,,,X,,X
applewood,CO,7533,39.7472222,-105.1622222,,,X,,X
waterboro,ME,7532,43.5355556,-70.7155556,,,X,,X
rockland,ME,7527,44.1036111,-69.1094444,,,X,,X
payette,ID,7525,44.0783333,-116.9327778,,,X,,X
arroyo,PR,7520,17.9677778,-66.0616667,,,X,,X
belmont,NH,7516,43.4452778,-71.4783333,,,X,,X
rapid valley,SD,7494,44.0625,-103.1458333,,,X,,X
south berwick,ME,7480,43.2344444,-70.81,,,X,,X
bloomfield,NM,7469,36.7111111,-107.9838889,,,X,,X
waldoboro,ME,7462,44.0952778,-69.3761111,,,X,,X
pembroke,NH,7461,43.1466667,-71.4580556,,,X,,X
belgrade,MT,7452,45.7761111,-111.1761111,,,X,,X
saint albans,VT,7450,44.8108333,-73.0836111,,,X,,X
gray,ME,7396,43.8855556,-70.3322222,,,X,,X
jericho,VT,7286,44.5038889,-72.9980556,,,X,,X
minnehaha,WA,7283,45.6591667,-122.6475,,,X,,X
santa isabel,PR,7260,17.9680556,-66.4052778,,,X,,X
swanzey,NH,7224,42.8697222,-72.2822222,,,X,,X
pompano beach highlands,FL,7192,26.2825,-80.1072222,,,X,,X
lares,PR,7184,18.2966667,-66.8775,,,X,,X
ketchikan,AK,7172,55.3422222,-131.6461111,,,X,,X
bernalillo,NM,7159,35.3,-106.5505556,,,X,,X
livingston,MT,7155,45.6625,-110.5602778,,,X,,X
brandon,SD,7155,43.5947222,-96.5716667,,,X,,X
milford,DE,7129,38.9125,-75.4283333,,,X,,X
seaford,DE,7121,38.6411111,-75.6113889,,,X,,X
truth or consequences,NM,7121,33.1283333,-107.2522222,,,X,,X
raton,NM,7073,36.9033333,-104.4386111,,,X,,X
ellsworth,ME,7055,44.5433333,-68.42,,,X,,X
belfast,ME,7052,44.4258333,-69.0069444,,,X,,X
shelburne,VT,7004,44.3805556,-73.2280556,,,X,,X
aztec,NM,7001,36.8222222,-107.9922222,,,X,,X
eatonton,GA,6988,33.3266667,-83.3886111,,,X,,X
yabucoa,PR,6952,18.0525,-65.8797222,,,X,,X
stratham,NH,6949,43.0238889,-70.9141667,,,X,,X
austell,GA,6945,33.8125,-84.6344444,,,X,,X
belen,NM,6893,34.6627778,-106.7758333,,,X,,X
fort myers beach,FL,6876,26.4516667,-81.9483333,,,X,,X
fort dix,NJ,6868,40.0297222,-74.6188889,,,X,,X
penuelas,PR,6847,18.0583333,-66.7219444,,,X,,X
lander,WY,6821,42.8330556,-108.73,,,X,,X
devils lake,ND,6811,48.1127778,-98.8647222,,,X,,X
atkinson,NH,6782,42.8383333,-71.1475,,,X,,X
middletown,DE,6781,39.4494444,-75.7166667,,,X,,X
naples park,FL,6756,26.2613889,-81.8094444,,,X,,X
wolfeboro,NH,6715,43.5838889,-71.2077778,,,X,,X
houlton,ME,6703,46.1261111,-67.8408333,,,X,,X
smyrna,DE,6691,39.2997222,-75.605,,,X,,X
las piedras,PR,6655,18.185,-65.8666667,,,X,,X
meredith,NH,6593,43.6575,-71.5008333,,,X,,X
newport,NH,6593,43.3652778,-72.1738889,,,X,,X
palmer,AK,6585,61.5997222,-149.1127778,,,X,,X
homer,AK,6560,59.6425,-151.5483333,,,X,,X
eliot,ME,6528,43.1530556,-70.8005556,,,X,,X
rincon,GA,6521,32.2958333,-81.2355556,,,X,,X
farmington,NH,6444,43.3897222,-71.0655556,,,X,,X
sappington,MO,6426,38.5369444,-90.3797222,,,X,,X
exeter,RI,6426,41.5775,-71.5380556,,,X,,X
salinas,PR,6375,17.9794444,-66.2983333,,,X,,X
sturgis,SD,6362,44.4097222,-103.5086111,,,X,,X
bridgton,ME,6351,44.0547222,-70.7133333,,,X,,X
whitefish,MT,6338,48.4111111,-114.3366667,,,X,,X
laurel,MT,6334,45.6691667,-108.7708333,,,X,,X
lincoln,ME,6330,45.3622222,-68.5055556,,,X,,X
winnemucca,NV,6329,40.9730556,-117.7347222,,,X,,X
north vernon,IN,6324,39.0061111,-85.6236111,,,X,,X
littleton,NH,6296,44.3061111,-71.7705556,,,X,,X
epping,NH,6251,43.0333333,-71.0747222,,,X,,X
winooski,VT,6249,44.4913889,-73.1861111,,,X,,X
emmett,ID,6239,43.8736111,-116.4983333,,,X,,X
gardiner,ME,6239,44.23,-69.7758333,,,X,,X
plymouth,NH,6236,43.7569444,-71.6886111,,,X,,X
bethel,AK,6228,60.7922222,-161.7558333,,,X,,X
kingston,NH,6225,42.9363889,-71.0538889,,,X,,X
valley city,ND,6193,46.9233333,-98.0027778,,,X,,X
kodiak,AK,6148,57.79,-152.4072222,,,X,,X
anasco,PR,6136,18.2847222,-67.14,,,X,,X
